Fonte de Recursos;Despesa;Liquidado
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;104981.65
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903063 - FARDAMENTOVESTUARIOUNIFORTECIDO AVIAMENT;1208851.19
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA;77186.02
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903090 - OUTROS MATERIAIS DE CONSUMO;1123128.08
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903342 - PASSAGENS AEREAS EXERCICIO ANTERIOR.;485152.79
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903343 - LOCACAO DE VEICULOSAERONAVES E OUTROS;406896.55
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903344 - VALE-TRANSPORTE;596011.4
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;233810.54
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903346 - LOCOMOCAO DE SERVIDORES;26163.68
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903501 - OUTROS SERV.CONSULTORIAASSESS.E AUDITORIA;522348.14
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903604 - MAO DE OBRA DE REEDUCANDOS;646371
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;2116258.86
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;431411.68
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903623 - JETON;5365
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903673 - FORNEC.ALIMENTACAO PREPARADA-OUTROS;1600
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903691 - LOCACAO DE IMOVEIS;94404.26
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903795 - SERVICOS DE VIGILANCIA;6875704.01
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903796 - SERVICOS DE LIMPEZA;1130654.67
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903903 - CONDOMINIOS;2273969.46
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS;3665194.88
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903914 - EXAMES LABORATORIAIS;4000
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA;29646.68
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903918 - PROPAGANDA/PUBLICIDADE;916685.01
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;596001.77
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88;654
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903921 - SERVICOS DE COMUNICACAO DE DADOS;333981
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903925 - SERVICOS DE CORREIOS;216093.25
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903926 - PUBLICIDADE LEGAL;12892.02
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE;10318.25
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903936 - DEDETIZACAODESINSETIZACAO E DESRATIZACAO;81295.79
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903940 - FRETES E TRANSPORTES;60642.49
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903942 - SEGURO DE VIDA;53060.35
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903943 - ASSIN.DE JORNAISPERIODICOS E CLIPAGEM;30739.5
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903944 - SEGURO DE VEICULO;53995
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903945 - OUTROS SEGUROS;118343.86
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903946 - SERVICOS MEDICOSHOSPITALARES E ODONTOLOGICO;8360674.43
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;124518.41
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903950 - SERVICOS DE MONITORIA;2112819.6
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS;54500
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;1750
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;3059.25
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903958 - AUDIOVIDEOVIDEOFOTO E PROJECAO;3800
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;9970
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB;899
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903963 - INSTAL.REPAR.MANUT.DIVIPORTASCORTPERS.AFI;34590.26
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903965 - SERVICOS DE COPA COPEIRAGEM;2640.04
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;866509.51
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS;1284603.09
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;1527322.96
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET;9000
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC;161732.65
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903983 - SERVICOS GRAFICOS;700455.26
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903991 - LOCACAO DE IMOVEIS;964060.83
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO;47950.27
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903993 - VERBA DE REPRESENTACAO;277025.84
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33903999 - OUTROS SERVICOS DE TERCEIROS;19408363.8
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904007 - MANUTENþÒO DE SOFTWARE;182262.32
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904010 - ATUALIZ.OU AQUIS.LICENþA E CESSÒO DE SOFTWAR;7382.79
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904012 - SUPORTE A USUßRIOS DE TI;977445.55
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904015 - MANUTENþÒO DE EQUIPAMENTOS DE TI;10140.5
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904016 - COMUNICAþÒO DE DADOS;808.79
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904018 - SALA COFRE;179889.34
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;15993466.75
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS;631984.33
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA;1001884.26
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33904722 - OUTRAS TAXAS;679
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905011 - ENERGIA ELETRICA;927378.09
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905012 - TELEFONIA FIXA;178933.24
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905013 - AGUA E ESGOTOS;86500.79
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905014 - GAS ENCANADO;624.49
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA;285395.4
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33905017 - TELEFONIA MOVEL CELULAR;7102.07
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909211 - VALE-REFEICAO;36699
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909212 - ALIMENTACAO PREPARADA;81064.7
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909214 - LIMPEZA;34107.44
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909215 - VIGILANCIA;108075.69
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909216 - ENERGIA ELETRICA;2350.27
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909217 - TELEFONIA;22223.93
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;5773488.49
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;920982.3
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;33919301 - INDENIZACOES E RESTITUICOES DIVERSAS;1760933.08
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44903515 - SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO;36910
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44903999 - OUTROS SERVICOS DE TERCEIROS;4902.36
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44904062 - AQUISIþÒO DE SOFTWARE;2384246.02
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44904064 - COMUNICAþÒO DE DADOS;46925
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905110 - ESTUDOS E PROJETOS;1303814.32
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905112 - INSTALACOES;445327.83
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905130 - EXECUCAO DE OBRAS E INSTALACOES;9367477.54
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACÒO;6860879.18
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905231 - MAQUINAS E MOTORES;58334.35
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905232 - MOBILIARIO EM GERAL;1039783.41
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905233 - MATERIAL EDUCATIVOCULTURAL E RECREATIVO;35774.36
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;13172930.93
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;87421.07
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44905242 - AQUISICAO DE SOFTWARE PRONTO;4500
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR;44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;470800
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901112 - PESSOAL CIVIL PAGO PELA UNIDADE;9309014.41
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO;605275.1
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS;460496.9
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL;2495636.8
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO;1791769.52
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL;128638.17
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT;1289880.14
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901613 - HORA EXTRA;1521.43
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL;2589964.76
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.;247676
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33413901 - TRANSFERENCIAS PARA SERVICOS;32634812
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33504380 - SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE;112585453.92
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33901401 - DIARIAS PESSOAL CIVIL;655135.78
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33901416 - DIARIAS NO EXTERIOR;716521.12
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33901801 - AUXILIO FINANCEIRO A ESTUDANTES;3403049.19
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST;1281937.34
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA;37091224.8
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33902002 - AUXÝLIO FINAN.A PESQUISADORES-PESQ.COLETIVA;70947.74
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903010 - GENEROS ALIMENTICIOS;38978187.84
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903013 - MATERIAL E UTENS.P/REFEITORIOCOPA E COZINHA;3198
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903014 - MATERIAL DE LIMPEZA;468.72
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903015 - ARTIGOS DE HIGIENE PESSOAL;10599.5
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;876.2
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903021 - GASOLINA AUTOMOTIVA;2171.58
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903022 - DIESEL AUTOMOTIVO;5049.84
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903023 - ETANOL AUTOMOTIVO;687.25
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903028 - DIESEL AUTOMOTIVO-REEMBOLSO;13447
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS;2261.56
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903031 - MATERIAL MEDICOHOSPITALAR E ODONTOLOGICO;400360.45
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903032 - MATERIAL DE USO LABORATORIAL;985039.15
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903034 - MATERIAL DE USO VETERINARIO;257.6
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903039 - MATERIAL ESPORTIVO E DE LAZER;753.05
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903040 - MATERIAL EDUCATIVO E CULTURAL;8781644.06
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS;43729.76
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM;76
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903050 - PECAS DE REPOSICAO E ACESSORIOS;164038.77
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;1508.73
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA;1913.04
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA;74703
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;27925.24
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903062 - MUNICOES E EXPLOSIVOS;292469.89
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903080 - ANIMAIS PARA ABATEEXPERIMENTO E SEMEM;14742
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903081 - ALIMENTOS PARA ANIMAIS;2970
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903090 - OUTROS MATERIAIS DE CONSUMO;43802.83
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903101 - PREMIO EM PECUNIA;6945559
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903342 - PASSAGENS AEREAS EXERCICIO ANTERIOR.;1985103.65
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903343 - LOCACAO DE VEICULOSAERONAVES E OUTROS;515735.23
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;18284.43
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;3720239.28
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;57961.66
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS;4832.88
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS;738708.49
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903618 - ETAPAS PAGAS A COLABORADORES EVENTUAIS;320
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903795 - SERVICOS DE VIGILANCIA;645201.28
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903796 - SERVICOS DE LIMPEZA;138793.13
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903799 - OUTROS SERVICOS;31741.94
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903914 - EXAMES LABORATORIAIS;4000
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903918 - PROPAGANDA/PUBLICIDADE;18084.77
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;203100
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903926 - PUBLICIDADE LEGAL;9468.3
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903945 - OUTROS SEGUROS;3611.08
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;12272
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903955 - INSCRICOES EM EVENTOS DIVERSOS;41212.43
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;25432.9
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903958 - AUDIOVIDEOFOTO E PROJECAO;146150
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;4125382.33
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS;340000
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;764959.59
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903983 - SERVICOS GRAFICOS;6908783.15
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903991 - LOCACAO DE IMOVEIS;110800
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33903999 - OUTROS SERVICOS DE TERCEIROS;3159451.29
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33904007 - MANUTENþÒO DE SOFTWARE;3504.06
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33904010 - ATUALIZ.OU AQUIS.LICENþA E CESSÒO DE SOFTWAR;96808.68
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33904015 - MANUTENþÒO DE EQUIPAMENTOS DE TI;161947
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33904019 - SERVIþOS DE DIGITAþÒO E PREPARAþÒO DE DADOS;140138.8
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33904090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;278002.86
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33905011 - ENERGIA ELETRICA;39934.79
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33905013 - AGUA E ESGOTOS;35527.86
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;3292.76
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33909221 - DIARIAS;2598.6
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;1132763.79
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;33909315 - AJUDA DE CUSTO-PESSOAL CIVIL;2100
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905112 - INSTALACOES;50000
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905130 - EXECUCAO DE OBRAS E INSTALACOES;14410767.22
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905210 - VEICULOS DIVERSOS;1623626.13
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACÒO;383739
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905232 - MOBILIARIO EM GERAL;12900
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905233 - MATERIAL EDUCATIVOCULTURAL E RECREATIVO;4328932
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;5195579.08
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;7370147.61
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.;44909301 - INDENIZACOES E RESTITUICOES DIVERSAS;3018673.73
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33901401 - DIARIAS PESSOAL CIVIL;78206.93
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES;23327.3
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO;16711.85
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33903027 - ETANOL AUTOMOTIVO-REEMBOLSO;73000
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33903028 - DIESEL AUTOMOTIVO-REEMBOLSO;127000
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR;33903342 - PASSAGENS AEREAS EXERCICIO ANTERIOR.;1931.24
